school1_alt,school2_alt,school3_alt,lastname,firstname,suffix,name,year1,school2,year2,school3,year3,school4,year4,school5,year5,circuit
"Southern Illinois University, B.A.",,,Fuentes, Julio M.,,"Fuentes, Julio M.",1971,"New York University, M.A.",1972,"State University of New York at Buffalo Law School, J.D.",1975,"Rutgers University, M.A.",1993,,,Third
"Franklin and Marshall College, B.A.",,,Smith, D[avid] Brooks,,"Smith, D[avid] Brooks",1973,"Dickinson School of Law (now Penn State Dickinson Law), J.D.",1976,"State University of New York at Buffalo Law School, J.D.",,,,,,Third
"Harvard College, A.B.",,,Chertoff, Michael,,"Chertoff, Michael",1975,"Harvard Law School, J.D.",1978,"State University of New York at Buffalo Law School, J.D.",,,,,,Third
"Georgetown University, A.B.",,,Fisher, D. Michael,,"Fisher, D. Michael",1966,"Georgetown University Law Center, J.D.",1969,"State University of New York at Buffalo Law School, J.D.",,,,,,Third
"University of Maine, B.S.",,,Van Antwerpen, Franklin Stuart,,"Van Antwerpen, Franklin Stuart",1964,"Temple University School of Law (now James E. Beasley School of Law), J.D.",1967,"State University of New York at Buffalo Law School, J.D.",,,,,,Third
"Gettysburg College, B.A.",,,Chagares, Michael A.,,"Chagares, Michael A.",1984,"Seton Hall University School of Law, J.D.",1987,"State University of New York at Buffalo Law School, J.D.",,,,,,Third
"Brigham Young University, B.A.",,,Jordan, Kent A.,,"Jordan, Kent A.",1981,"Georgetown University Law Center, J.D.",1984,"State University of New York at Buffalo Law School, J.D.",,,,,,Third
"University of Notre Dame, B.A.",,,Hardiman, Thomas Michael,,"Hardiman, Thomas Michael",1987,"Georgetown University Law Center, J.D.",1990,"State University of New York at Buffalo Law School, J.D.",,,,,,Third
"Columbia College, B.A.",,,Greenaway, Joseph A., Jr.,"Greenaway, Joseph A., Jr.",1978,"Harvard Law School, J.D.",1981,"State University of New York at Buffalo Law School, J.D.",,,,,,Third
"Lycoming College, B.A.",,,Vanaskie, Thomas Ignatius,,"Vanaskie, Thomas Ignatius",1975,"Dickinson School of Law (now Penn State Dickinson Law), J.D.",1978,"State University of New York at Buffalo Law School, J.D.",,,,,,Third
"Rutgers University, B.A.",,,Shwartz, Patty,,"Shwartz, Patty",1983,"University of Pennsylvania Law School (now Carey Law School), J.D.",1986,"State University of New York at Buffalo Law School, J.D.",,,,,,Third
"University of Pennsylvania, B.A.",,,Krause, Cheryl Ann,,"Krause, Cheryl Ann",1989,"Stanford Law School, J.D.",1993,"State University of New York at Buffalo Law School, J.D.",,,,,,Third
"University of Pennsylvania, B.A.",,,Restrepo, Luis Felipe,,"Restrepo, Luis Felipe",1981,"Tulane University Law School, J.D.",1986,"State University of New York at Buffalo Law School, J.D.",,,,,,Third
"Columbia University, B.A.",,,Bibas, Stephanos,,"Bibas, Stephanos",1989,"University of Oxford, University College, B.A.",1991,"Yale Law School, J.D.",1994,"Temple Bar Scholar, American Inns of Court",1998,,,Third
"Grove City College, B.A.",,,Porter, David James,,"Porter, David James",1988,"George Mason University School of Law (now Antonin Scalia Law School), J.D.",1992,"Yale Law School, J.D.",,,,,,Third
"University of Scranton, B.A.",,,Matey, Paul Brian,,"Matey, Paul Brian",1993,"Seton Hall University School of Law, J.D.",2001,"Yale Law School, J.D.",,,,,,Third
"University of Dayton, B.A., B.S.",,,Phipps, Peter Joseph,,"Phipps, Peter Joseph",1995,"Stanford Law School, J.D.",1998,"Yale Law School, J.D.",,,,,,Third
New York University,,,Bond, Hugh Lennox,,"Bond, Hugh Lennox",1848,Read law,1851,"Yale Law School, J.D.",,,,,,Fourth
"New York University School of Law, LL.B.",,,Goff, Nathan,,"Goff, Nathan",1866,Read law,,,,,,,,Fourth
South Carolina College (now University of South Carolina),,,Simonton, Charles Henry,,"Simonton, Charles Henry",1849,Read law,1851,,,,,,,Fourth
Read law,,,Pritchard, Jeter Connelly,,"Pritchard, Jeter Connelly",1889,Read law,,,,,,,,Fourth
"Wofford College, A.B.",,,Woods, Charles Albert,,"Woods, Charles Albert",1872,Read law,1873,,,,,,,Fourth
"Wesleyan University, B.A.",,,Knapp, Martin Augustine,,"Knapp, Martin Augustine",1868,Read law,1869,,,,,,,Fourth
University of Virginia,Read law,,Waddill, Edmund, Jr.,"Waddill, Edmund, Jr.",1877,Read law,,,,,,,,Fourth
"University of Maryland School of Law (now Francis King Carey School of Law), LL.B.",,,Rose, John Carter,,"Rose, John Carter",1882,Read law,,,,,,,,Fourth
"University of North Carolina, B.A.",,,Parker, John Johnston,,"Parker, John Johnston",1907,"University of North Carolina School of Law, LL.B.",1908,,,,,,,Fourth
University of Michigan Law School,Read law,,Northcott, Elliott,,"Northcott, Elliott",1891,"University of North Carolina School of Law, LL.B.",,,,,,,,Fourth
"Johns Hopkins University, A.B.",,,Soper, Morris Ames,,"Soper, Morris Ames",1893,"University of Maryland School of Law (now Francis King Carey School of Law), LL.B.",1895,,,,,,,Fourth
"University of Virginia, B.A.",,,Dobie, Armistead Mason,,"Dobie, Armistead Mason",1901,"University of Virginia, M.A.",1902,"University of Virginia School of Law, LL.B.",1904,,,,,Fourth
"University of Maryland School of Law (now Francis King Carey School of Law), LL.B.",,,Sobeloff, Simon E.,,"Sobeloff, Simon E.",1915,"University of Virginia, M.A.",,,,,,,,Fourth
"Furman University, A.B.",,,Haynsworth, Clement Furman, Jr.,"Haynsworth, Clement Furman, Jr.",1933,"Harvard Law School, LL.B.",1936,,,,,,,Fourth
"West Virginia University College of Law, LL.B.",,,Boreman, Herbert Stephenson,,"Boreman, Herbert Stephenson",1920,"Harvard Law School, LL.B.",,,,,,,,Fourth
"University of Virginia School of Law, LL.B.",,,Bryan, Albert Vickers,,"Bryan, Albert Vickers",1921,"Harvard Law School, LL.B.",,,,,,,,Fourth
Harvard Law School,"Duke University, B.A.",,Bell, J. Spencer,,"Bell, J. Spencer",1927,"University of North Carolina School of Law, LL.B.",1930,,,,,,,Fourth
"Johns Hopkins University, A.B.",,,Winter, Harrison Lee,,"Winter, Harrison Lee",1942,"University of Maryland School of Law (now Francis King Carey School of Law), LL.B.",1944,,,,,,,Fourth
"Duke University, A.B.",,,Craven, James Braxton, Jr.,"Craven, James Braxton, Jr.",1939,"Harvard Law School, LL.B.",1942,,,,,,,Fourth
"University of Scranton, B.A.",,,Butzner, John Decker, Jr.,"Butzner, John Decker, Jr.",1938,"University of Virginia School of Law, LL.B.",1941,,,,,,,Fourth
"University of South Carolina, A.B.",,,Russell, Donald Stuart,,"Russell, Donald Stuart",1925,"University of South Carolina School of Law, LL.B.",1928,,,,,,,Fourth
"Hampden-Sydney College, A.B.",,,Field, John A., Jr.,"Field, John A., Jr.",1932,"University of Virginia School of Law, LL.B.",1935,,,,,,,Fourth
"U.S. Naval Academy, B.S.",,,Widener, Hiram Emory, Jr.,"Widener, Hiram Emory, Jr.",1944,"Washington and Lee University School of Law, LL.B.",1953,,,,,,,Fourth
"West Virginia University College of Law, J.D.",,,Hall, Kenneth Keller,,"Hall, Kenneth Keller",1948,"Washington and Lee University School of Law, LL.B.",,,,,,,,Fourth
"Davidson College, B.S.",,,Phillips, James Dickson, Jr.,"Phillips, James Dickson, Jr.",1943,"University of North Carolina School of Law, J.D.",1948,,,,,,,Fourth
"Johns Hopkins University, A.B.",,,Murnaghan, Francis Dominic, Jr.,"Murnaghan, Francis Dominic, Jr.",1941,"Harvard Law School, LL.B.",1948,,,,,,,Fourth
"St. Bonaventure University, A.B.",,,Sprouse, James Marshall,,"Sprouse, James Marshall",1947,"Columbia Law School, LL.B.",1949,,,,,,,Fourth
"Davidson College, B.S.",,,Ervin, Samuel James III,,"Ervin, Samuel James III",1948,"Harvard Law School, LL.B.",1951,,,,,,,Fourth
"University of South Carolina, B.S.",,,Chapman, Robert Foster,,"Chapman, Robert Foster",1945,"University of South Carolina School of Law, LL.B.",1949,,,,,,,Fourth
"Yale University, B.A.",,,Wilkinson, James Harvie III,,"Wilkinson, James Harvie III",1967,"University of Virginia School of Law, J.D.",1972,,,,,,,Fourth
"Wake Forest College, B.S.",,,Sneeden, Emory Marlin,,"Sneeden, Emory Marlin",1949,"Wake Forest College School of Law, LL.B.",1953,,,,,,,Fourth
"Davidson College, B.A.",,,Wilkins, William Walter,,"Wilkins, William Walter",1964,"University of South Carolina School of Law, J.D.",1967,,,,,,,Fourth
"Kenyon College, A.B.",,,Niemeyer, Paul Victor,,"Niemeyer, Paul Victor",1962,"Notre Dame Law School, J.D.",1966,,,,,,,Fourth
"Wofford College, B.S.",,,Hamilton, Clyde H.,,"Hamilton, Clyde H.",1956,"George Washington University Law School, J.D.",1961,,,,,,,Fourth
"Washington and Lee University, B.A.",,,Luttig, J. Michael,,"Luttig, J. Michael",1976,"University of Virginia School of Law, J.D.",1981,,,,,,,Fourth
"Columbia College, B.A.",,,Williams, Karen J.,,"Williams, Karen J.",1972,"University of South Carolina School of Law, J.D.",1980,,,,,,,Fourth
"West Virginia University, A.B.",,,Michael, M. Blane,,"Michael, M. Blane",1965,"New York University School of Law, J.D.",1968,,,,,,,Fourth
"Vassar College, B.A.",,,Motz, Diana Jane Gribbon,,"Motz, Diana Jane Gribbon",1965,"University of Virginia School of Law, J.D.",1968,,,,,,,Fourth
"Davidson College, B.A.",,,Traxler, William Byrd, Jr.,"Traxler, William Byrd, Jr.",1970,"University of South Carolina School of Law, J.D.",1973,,,,,,,Fourth
"West Virginia University, B.A.",,,King, Robert Bruce,,"King, Robert Bruce",1961,"West Virginia University College of Law, J.D.",1968,,,,,,,Fourth
"Virginia State College, B.A.",,,Gregory, Roger L.,,"Gregory, Roger L.",1975,"University of Michigan Law School, J.D.",1978,,,,,,,Fourth
"Wofford College, B.A.",,,Shedd, Dennis W.,,"Shedd, Dennis W.",1975,"University of South Carolina School of Law, J.D.",1978,"Georgetown University Law Center, LL.M.",1980,,,,,Fourth
"Hampton University, B.A.",,,Duncan, Allyson Kay,,"Duncan, Allyson Kay",1972,"Duke University School of Law, J.D.",1975,"Georgetown University Law Center, LL.M.",,,,,,Fourth
"Bridgewater College, B.A.",,,Agee, G. Steven,,"Agee, G. Steven",1974,"University of Virginia School of Law, J.D.",1977,"New York University School of Law, LL.M.",1978,,,,,Fourth
"University of Pennsylvania, B.A.",,,Davis, Andre Maurice,,"Davis, Andre Maurice",1971,"University of Maryland School of Law (now Francis King Carey School of Law), J.D.",1978,"New York University School of Law, LL.M.",,,,,,Fourth
"Cornell University, B.A.",,,Keenan, Barbara Milano,,"Keenan, Barbara Milano",1971,"George Washington University Law School, J.D.",1974,"University of Virginia School of Law, LL.M.",1992,,,,,Fourth
"University of North Carolina, B.A.",,,Wynn, James Andrew, Jr.,"Wynn, James Andrew, Jr.",1975,"Marquette University Law School, J.D.",1979,"University of Virginia School of Law, LL.M.",1995,,,,,Fourth
"University of Pennsylvania, Wharton School, B.S.",,,Diaz, Albert,,"Diaz, Albert",1983,"New York University School of Law, J.D.",1988,"Boston University, M.S.",1993,,,,,Fourth
"Wofford College, B.A.",,,Floyd, Henry Franklin,,"Floyd, Henry Franklin",1970,"University of South Carolina School of Law, J.D.",1973,"Boston University, M.S.",,,,,,Fourth
"Marshall University, B.A.",,,Thacker, Stephanie Dawn,,"Thacker, Stephanie Dawn",1987,"West Virginia University College of Law, J.D.",1990,"Boston University, M.S.",,,,,,Fourth
"Yale College, B.A.",,,Harris, Pamela Ann,,"Harris, Pamela Ann",1985,"Yale Law School, J.D.",1990,"Boston University, M.S.",,,,,,Fourth
"Vanderbilt University, B.S.",,,Richardson, Julius Ness,,"Richardson, Julius Ness",1999,"University of Chicago Law School, J.D.",2003,"Boston University, M.S.",,,,,,Fourth
"Rhodes College, B.A.",,,Quattlebaum, A. Marvin, Jr.,"Quattlebaum, A. Marvin, Jr.",1986,"University of South Carolina School of Law, J.D.",1989,"Boston University, M.S.",,,,,,Fourth
"Wake Forest University, B.A.",,,Rushing, Allison Jones,,"Rushing, Allison Jones",2004,"Duke University School of Law, J.D.",2007,"Boston University, M.S.",,,,,,Fourth
"Macalester College, B.A.",,,Heytens, Toby Jay,,"Heytens, Toby Jay",1997,"University of Virginia School of Law, J.D.",2000,"Boston University, M.S.",,,,,,Fourth
Read law,,,Pardee, Don Albert,,"Pardee, Don Albert",1859,"University of Virginia School of Law, J.D.",,,,,,,,Fifth
"Centre College, A.B.",,,McCormick, Andrew Phelps,,"McCormick, Andrew Phelps",1854,Read law,1855,,,,,,,Fifth
Cumberland University,Read law,,Shelby, David Davie,,"Shelby, David Davie",1870,Read law,,,,,,,,Fifth
Columbia Law School,Washington and Lee University,"College of New Jersey (now Princeton University), A.B.",Walker, Richard Wilde,,"Walker, Richard Wilde",1877,Read law,1878,,,,,,,Fifth
"University of Texas School of Law, LL.B.",,,Batts, Robert Lynn,,"Batts, Robert Lynn",1886,Read law,,,,,,,,Fifth
"Emory College, A.B.",,,Bryan, Nathan Philemon,,"Bryan, Nathan Philemon",1893,"Washington and Lee University School of Law, LL.B.",1895,,,,,,,Fifth
Read law,,,King, Alexander Campbell,,"King, Alexander Campbell",1875,"Washington and Lee University School of Law, LL.B.",,,,,,,,Fifth
"Tulane University Law School, LL.B.",,,Foster, Rufus Edward,,"Foster, Rufus Edward",1895,"Washington and Lee University School of Law, LL.B.",,,,,,,,Fifth
"University of Georgia, A.B.",,,Sibley, Samuel Hale,,"Sibley, Samuel Hale",1892,"University of Georgia School of Law, LL.B.",1893,,,,,,,Fifth
"University of Texas School of Law, LL.B.",,,Hutcheson, Joseph Chappell, Jr.,"Hutcheson, Joseph Chappell, Jr.",1900,"University of Georgia School of Law, LL.B.",,,,,,,,Fifth
"University of Texas School of Law, LL.B.Millsaps College",,,Holmes, Edwin Ruthven,,"Holmes, Edwin Ruthven",1896,University of Mississippi,1899,,,,,,,Fifth
Vanderbilt University,Read law,,McCord, Leon Clarence,,"McCord, Leon Clarence",1900,University of Mississippi,,,,,,,,Fifth
"Mississippi College, Ph.B.",,,Waller, Curtis Longino,,"Waller, Curtis Longino",1908,"Millsaps College, LL.B.",1910,,,,,,,Fifth
"Louisiana State University Law School, LL.B.",,,Lee, Elmo Pearce,,"Lee, Elmo Pearce",1911,"Millsaps College, LL.B.",,,,,,,,Fifth
Read law,,,Russell, Robert Lee,,"Russell, Robert Lee",1920,"Millsaps College, LL.B.",,,,,,,,Fifth
"Louisiana State University Law School, LL.B.",,,Borah, Wayne G.,,"Borah, Wayne G.",1915,"Millsaps College, LL.B.",,,,,,,,Fifth
"Stetson University College of Law, LL.B.",,,Strum, Louie Willard,,"Strum, Louie Willard",1912,"Millsaps College, LL.B.",,,,,,,,Fifth
Read law,,,Rives, Richard Taylor,,"Rives, Richard Taylor",1914,"Millsaps College, LL.B.",,,,,,,,Fifth
"Cornell University, A.B.",,,Tuttle, Elbert Parr,,"Tuttle, Elbert Parr",1918,"Cornell University Department of Law, LL.B.",1923,,,,,,,Fifth
"University of the South, A.B.",,,Cameron, Benjamin Franklin,,"Cameron, Benjamin Franklin",1911,"Cumberland School of Law, LL.B.",1914,,,,,,,Fifth
"University of Denver College of Law (now Sturm College of Law), LL.B.",,,Jones, Warren Leroy,,"Jones, Warren Leroy",1924,"Cumberland School of Law, LL.B.",,,,,,,,Fifth
"University of Nebraska, A.B.",,,Brown, John Robert,,"Brown, John Robert",1930,"University of Michigan Law School, J.D.",1932,,,,,,,Fifth
"Washington and Lee University, A.B.",,,Wisdom, John Minor,,"Wisdom, John Minor",1925,"Tulane University Law School, LL.B.",1929,,,,,,,Fifth
"Mercer University School of Law, LL.B.",,,Bell, Griffin Boyette,,"Bell, Griffin Boyette",1948,"Tulane University Law School, LL.B.",,,,,,,,Fifth
"Birmingham-Southern College, A.B.",,,Gewin, Walter Pettus,,"Gewin, Walter Pettus",1930,"Emory University, B.L.S.",1932,"University of Alabama School of Law, LL.B.",1935,,,,,Fifth
"University of Texas, B.B.A.",,,Thornberry, William Homer,,"Thornberry, William Homer",1932,"University of Texas School of Law, LL.B.",1936,"University of Alabama School of Law, LL.B.",,,,,,Fifth
"George Washington University Law School, LL.B.",,,Coleman, James Plemon,,"Coleman, James Plemon",1939,"University of Texas School of Law, LL.B.",,,,,,,,Fifth
"University of Texas, B.A.",,,Goldberg, Irving Loeb,,"Goldberg, Irving Loeb",1926,"Harvard Law School, LL.B.",1929,,,,,,,Fifth
"Loyola University New Orleans School of Law, LL.B.",,,Ainsworth, Robert Andrew, Jr.,"Ainsworth, Robert Andrew, Jr.",1932,"Harvard Law School, LL.B.",,,,,,,,Fifth
"Alabama Polytechnic Institute (now Auburn University), B.S.",,,Godbold, John Cooper,,"Godbold, John Cooper",1940,"Harvard Law School, J.D.",1948,,,,,,,Fifth
"Stetson University College of Law, LL.B.",,,Dyer, David William,,"Dyer, David William",1933,"Harvard Law School, J.D.",,,,,,,,Fifth
"University of Florida College of Law (now Fredric G. Levin College of Law), LL.B.",,,Simpson, John Milton Bryan,,"Simpson, John Milton Bryan",1926,"Harvard Law School, J.D.",,,,,,,,Fifth
"University of Mississippi School of Law, LL.B.",,,Clayton, Claude Feemster,,"Clayton, Claude Feemster",1931,"Harvard Law School, J.D.",,,,,,,,Fifth
"University of Georgia School of Law, LL.B.",,,Morgan, Lewis Render,,"Morgan, Lewis Render",1935,"Harvard Law School, J.D.",,,,,,,,Fifth
U.S. Naval Academy,University of Georgia School of Law,"Duke University, A.B.",Carswell, George Harrold,,"Carswell, George Harrold",1941,"Mercer University School of Law, LL.B.",1948,,,,,,,Fifth
"University of Mississippi School of Law, LL.B.",,,Clark, Charles,,"Clark, Charles",1948,"Mercer University School of Law, LL.B.",,,,,,,,Fifth
"National University School of Law (now George Washington University Law School), LL.B.",,,Ingraham, Joe McDonald,,"Ingraham, Joe McDonald",1927,"Mercer University School of Law, LL.B.",,,,,,,,Fifth
"St. Petersburg Junior College, A.A.",,,Roney, Paul Hitch,,"Roney, Paul Hitch",1940,"University of Pennsylvania, Wharton School, B.S.",1942,"Harvard Law School, LL.B.",1948,"University of Virginia School of Law, LL.M.",1984,,,Fifth
"U.S. Military Academy, B.S.",,,Gee, Thomas Gibbs,,"Gee, Thomas Gibbs",1946,"University of Texas School of Law, LL.B.",1953,"Harvard Law School, LL.B.",,,,,,Fifth
"Duke University School of Law, LL.B.",,,Tjoflat, Gerald Bard,,"Tjoflat, Gerald Bard",1957,"University of Texas School of Law, LL.B.",,,,,,,,Fifth
"University of South Carolina, B.Sc.",,,Hill, James Clinkscales,,"Hill, James Clinkscales",1948,"Emory University School of Law, J.D.",1948,,,,,,,Fifth
"Rollins College, B.A.",,,Fay, Peter Thorp,,"Fay, Peter Thorp",1951,"University of Florida College of Law (now Fredric G. Levin College of Law), J.D.",1956,,,,,,,Fifth
"Louisiana State University, B.S.",,,Rubin, Alvin Benjamin,,"Rubin, Alvin Benjamin",1941,"Louisiana State University Law School, LL.B.",1942,,,,,,,Fifth
"University of Alabama, B.S.",,,Vance, Robert Smith,,"Vance, Robert Smith",1950,"University of Alabama School of Law, J.D.",1952,"George Washington University Law School, LL.M.",1955,,,,,Fifth
"Goucher College, B.A.",,,Kravitch, Phyllis A.,,"Kravitch, Phyllis A.",1941,"University of Pennsylvania Law School (now Carey Law School), LL.B.",1943,"George Washington University Law School, LL.M.",,,,,,Fifth
"University of Alabama School of Law, LL.B.",,,Johnson, Frank Minis, Jr.,"Johnson, Frank Minis, Jr.",1943,"University of Pennsylvania Law School (now Carey Law School), LL.B.",,,,,,,,Fifth
"Louisiana State University, B.A.",,,Politz, Henry Anthony,,"Politz, Henry Anthony",1958,"Louisiana State University Law School, J.D.",1959,,,,,,,Fifth
"Brownsville Junior College (now Texas Southmost College), A.A.",,,Garza, Reynaldo Guerra,,"Garza, Reynaldo Guerra",1935,"University of Texas, B.A.",1937,"University of Texas School of Law, LL.B.",1939,,,,,Fifth
"University of Texas, B.A.",,,Reavley, Thomas Morrow,,"Reavley, Thomas Morrow",1942,"Harvard Law School, J.D.",1948,"University of Virginia School of Law, LL.M.",1983,,,,,Fifth
"Florida A&M University, B.A.",,,Hatchett, Joseph Woodrow,,"Hatchett, Joseph Woodrow",1954,"Howard University School of Law, J.D.",1959,"University of Virginia School of Law, LL.M.",,,,,,Fifth
"Yale College, A.B.",,,Anderson, R[obert] Lanier III,,"Anderson, R[obert] Lanier III",1958,"Harvard Law School, LL.B.",1961,"University of Virginia School of Law, LL.M.",,,,,,Fifth
"Mercer University School of Law, LL.B.",,,Henderson, Albert John,,"Henderson, Albert John",1947,"Harvard Law School, LL.B.",,,,,,,,Fifth
"Smith College, B.A.",,,King, Carolyn Dineen,,"King, Carolyn Dineen",1959,"Yale Law School, LL.B.",1962,,,,,,,Fifth
"George Washington University, B.A.",,,Tate, Albert, Jr.,"Tate, Albert, Jr.",1941,"Yale Law School, LL.B.",1947,,,,,,,Fifth
"Baylor University, B.B.A.",,,Johnson, Samuel D., Jr.,"Johnson, Samuel D., Jr.",1946,"University of Texas School of Law, LL.B.",1949,,,,,,,Fifth
"Washington and Lee University, B.S.",,,Clark, Thomas Alonzo,,"Clark, Thomas Alonzo",1942,"University of Georgia School of Law, LL.B.",1949,,,,,,,Fifth
"University of Denver, A.B.",,,Williams, Jerre Stockton,,"Williams, Jerre Stockton",1938,"Columbia Law School, J.D.",1941,,,,,,,Fifth
"Princeton University, B.A.",,,Garwood, William Lockhart,,"Garwood, William Lockhart",1952,"University of Texas School of Law, LL.B.",1955,,,,,,,Fifth
"University of Alabama, B.A.",,,Higginbotham, Patrick Errol,,"Higginbotham, Patrick Errol",1960,"University of Alabama School of Law, LL.B.",1961,,,,,,,Fifth
"University of Mississippi, B.A.",,,Jolly, E. Grady,,"Jolly, E. Grady",1959,"University of Mississippi School of Law, LL.B.",1962,,,,,,,Fifth
"Tulane University Law School, J.D.",,,Davis, W. Eugene,,"Davis, W. Eugene",1960,"University of Mississippi School of Law, LL.B.",,,,,,,,Fifth
"University of Texas, B.B.A.",,,Hill, Robert Madden,,"Hill, Robert Madden",1948,"University of Texas School of Law, LL.B.",1950,,,,,,,Fifth
"Cornell University, B.A.",,,Jones, Edith Hollan,,"Jones, Edith Hollan",1971,"University of Texas School of Law, J.D.",1974,,,,,,,Fifth
"Yale University, B.A.",,,Smith, Jerry Edwin,,"Smith, Jerry Edwin",1969,"Yale Law School, J.D.",1972,,,,,,,Fifth
"Tulane University, B.S.",,,Duhe, John Malcolm, Jr.,"Duhe, John Malcolm, Jr.",1955,"Tulane University Law School, LL.B.",1957,,,,,,,Fifth
"U.S. Military Academy, B.S.",,,Barksdale, Rhesa Hawkins,,"Barksdale, Rhesa Hawkins",1966,"University of Mississippi School of Law, J.D.",1972,,,,,,,Fifth
"Tulane University, B.A.",,,Wiener, Jacques Loeb, Jr.,"Wiener, Jacques Loeb, Jr.",1956,"Tulane University Law School, J.D.",1961,,,,,,,Fifth
"University of Notre Dame, B.A.",,,Garza, Emilio M.,,"Garza, Emilio M.",1969,"University of Notre Dame, M.A.",1970,"University of Texas School of Law, J.D.",1976,,,,,Fifth
"Rice Institute (now Rice University), B.A.",,,DeMoss, Harold R., Jr.,"DeMoss, Harold R., Jr.",1952,"University of Texas School of Law, LL.B.",1955,"University of Texas School of Law, J.D.",,,,,,Fifth
"Dillard University, B.A.",,,Stewart, Carl E.,,"Stewart, Carl E.",1971,"Loyola University New Orleans School of Law, J.D.",1974,"University of Texas School of Law, J.D.",,,,,,Fifth
"University of Houston, B.B.A.",,,Benavides, Fortunato Pedro,,"Benavides, Fortunato Pedro",1968,"University of Houston Law Center, J.D.",1972,"University of Texas School of Law, J.D.",,,,,,Fifth
"University of Texas, B.B.A.",,,Parker, Robert Manley,,"Parker, Robert Manley",1961,"University of Texas School of Law, LL.B.",1964,"University of Texas School of Law, J.D.",,,,,,Fifth
"Louisiana Tech University, B.A.",,,Dennis, James L.,,"Dennis, James L.",1959,"Louisiana State University Law School, J.D.",1962,"University of Virginia School of Law, LL.M.",1984,,,,,Fifth
"University of Alabama, B.A.",,,Clement, Edith Brown,,"Clement, Edith Brown",1969,"Tulane University Law School, J.D.",1973,"University of Virginia School of Law, LL.M.",,,,,,Fifth
"San Antonio College, A.A.",,,Prado, Edward Charles,,"Prado, Edward Charles",1967,"University of Texas, B.A.",1969,"University of Texas School of Law, J.D.",1972,,,,,Fifth
"Jones County Junior College, A.A.",,,Pickering, Charles Willis, Sr.,"Pickering, Charles Willis, Sr.",1957,"University of Mississippi, B.A.",1959,"University of Mississippi School of Law, LL.B.",1961,,,,,Fifth
"Baylor University, B.A.",,,Owen, Priscilla Richman,,"Owen, Priscilla Richman",1975,"Baylor University School of Law, J.D.",1977,"University of Mississippi School of Law, LL.B.",,,,,,Fifth
"Baylor University, B.A.",,,Elrod, Jennifer Walker,,"Elrod, Jennifer Walker",1988,"Harvard Law School, J.D.",1992,"University of Mississippi School of Law, LL.B.",,,,,,Fifth
"Rice University, B.A.",,,Southwick, Leslie,,"Southwick, Leslie",1972,"University of Texas School of Law, J.D.",1975,"University of Mississippi School of Law, LL.B.",,,,,,Fifth
"Florida Institute of Technology, B.S.",,,Haynes, Catharina,,"Haynes, Catharina",1983,"Emory University School of Law, J.D.",1986,"University of Mississippi School of Law, LL.B.",,,,,,Fifth
"Millsaps College, B.A.",,,Graves, James Earl, Jr.,"Graves, James Earl, Jr.",1975,"Syracuse University College of Law, J.D.",1980,"Syracuse University, M.P.A.",1981,,,,,Fifth
"Harvard College, A.B.",,,Higginson, Stephen Andrew,,"Higginson, Stephen Andrew",1983,"Yale Law School, J.D.",1987,"University of Cambridge, M.Phil.",1992,,,,,Fifth
"Dartmouth College, B.A.",,,Costa, Gregg Jeffrey,,"Costa, Gregg Jeffrey",1994,"University of Texas School of Law, J.D.",1999,"University of Cambridge, M.Phil.",,,,,,Fifth
"Baylor University, B.B.A.",,,Willett, Don R.,,"Willett, Don R.",1988,"Duke University School of Law, J.D.",1992,"Duke University, M.A.",1992,"Duke University School of Law, LL.M.",2016,,,Fifth
"Stanford University, B.A.",,,Ho, James C.,,"Ho, James C.",1995,"University of Chicago Law School, J.D.",1999,"Duke University, M.A.",,,,,,Fifth
"Louisiana State University, B.A.",,,Duncan, Stuart Kyle,,"Duncan, Stuart Kyle",1994,"Louisiana State University, Paul M. Hebert Law Center, J.D.",1997,"Columbia Law School, LL.M.",2004,,,,,Fifth
"Louisiana State University, B.A.",,,Engelhardt, Kurt Damian,,"Engelhardt, Kurt Damian",1982,"Louisiana State University, Paul M. Hebert Law Center, J.D.",1985,"Columbia Law School, LL.M.",,,,,,Fifth
"University of Virginia, B.A.",,,Oldham, Andrew Stephen,,"Oldham, Andrew Stephen",2001,"University of Cambridge, M.Phil.",2002,"Harvard Law School, J.D.",2005,"Temple Bar Scholar, American Inns of Court",2009,,,Fifth
"University of Mississippi, B.B.A.",,,Wilson, Cory Todd,,"Wilson, Cory Todd",1992,"Yale Law School, J.D.",1995,"Harvard Law School, J.D.",,,,,,Fifth
University of Virginia,"West Tennessee College (now Union University, Jackson, Tennessee), A.B.",,Jackson, Howell Edmunds,,"Jackson, Howell Edmunds",1849,"Cumberland School of Law, LL.B.",1856,"Harvard Law School, J.D.",,,,,,Sixth
"Yale College, B.A.",,,Taft, William Howard,,"Taft, William Howard",1878,"Cincinnati Law School (now University of Cincinnati College of Law), LL.B.",1880,"Harvard Law School, J.D.",,,,,,Sixth
"Douglas University, Chicago, Illinois","Cumberland School of Law, LL.B.",,Lurton, Horace Harmon,,"Lurton, Horace Harmon",1867,"Cincinnati Law School (now University of Cincinnati College of Law), LL.B.",,,,,,,,Sixth
University of Michigan,"University of Michigan, B.S.",,Day, William Rufus,,"Day, William Rufus",1870,Read law,1871,,,,,,,Sixth
"Middlebury College, A.B.",,,Severens, Henry Franklin,,"Severens, Henry Franklin",1857,Read law,1859,,,,,,,Sixth
